path,sentence,age,gender,accents
common_voice_en_38025440.mp3,It published with Ubiquity Press.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38025441.mp3,The series was licensed for English release in North America by Seven Seas Entertainment.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38025443.mp3,"This Bat-Mite appears to admire Batman, and Batman addresses him with familiarity.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38025453.mp3,Exploitation is a cover originally by the English crust punk band Doom.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38025463.mp3,The first monks possibly descended from Fulda Abbey in Franconia.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38025476.mp3,Many businesses and services cater to tourists both on a seasonal and year-round basis.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38025477.mp3,"Pliny the Elder addressed the topic of quenchants, distinguishing the water of different rivers.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38025478.mp3,"The surname ""Annesley"" was sometimes written ""Anslow"".",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38025490.mp3,The area is part of the Subarctic climate or boreal climate zone.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38025494.mp3,He was a senator of the Kingdom of Italy.,thirties,female,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38025497.mp3,The school maintains two computer technology centers.,thirties,female,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38025503.mp3,"The name ""Haus Party"" comes from the houses of the gay ball culture.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38025744.mp3,"No other symbols, punctuation characters, or white space are permitted.",thirties,female,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38025746.mp3,The manufacturing ingredients are kept under tight guard.,thirties,female,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38025767.mp3,Zero manages to stop Elpizo from unleashing the Dark Elf on the world.,twenties,female,United States English
common_voice_en_38025910.mp3,"Nevertheless, Hobson's influence in Lenin's writings became orthodoxy for all Marxist historians.",fifties,male,"India and South Asia (India, Pakistan, Sri Lanka)"
common_voice_en_38025942.mp3,The lyrics talk about how one can be famous if one sings about it.,fifties,male,"India and South Asia (India, Pakistan, Sri Lanka)"
common_voice_en_38026369.mp3,"The family seat now is Harden House, near Hawick, Roxburghshire.",teens,female,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38026436.mp3,McGuigan was also a respected songwriter.,teens,female,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38026444.mp3,The Quaternary ice ages had relatively little direct geologic influence on the Balkans.,teens,female,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38026475.mp3,Weedon Lois or Lois Weedon is in a different part of the county.,teens,female,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38026480.mp3,"The group has offices in Montreuil, Seine-Saint-Denis, Paris, and in Amstelveen, Netherlands.",teens,female,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38026520.mp3,The rocks of the area are late middle Silurian period.,teens,female,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38026549.mp3,"The film adaptation follows the same basic plot, with a few minor changes.",teens,female,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38026597.mp3,Ascension Health has its headquarters in Edmundson.,teens,female,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38026627.mp3,Zahid Ahmed was cast in the lead role.,teens,female,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38026767.mp3,"Like the appointment of drum major, the position is derived from British Army traditions.",twenties,female,United States English
common_voice_en_38026899.mp3,Managing groups found startling results when conducting population research.,twenties,female,United States English
common_voice_en_38027031.mp3,Bolivia did not benefit at all.,twenties,female,United States English
common_voice_en_38027289.mp3,Darby began to substantially weaken thereafter as it passed over cooler waters.,twenties,female,United States English
common_voice_en_38027328.mp3,The current Dean is the former Presidential Council of Economic Advisors Chairman Glenn Hubbard.,twenties,female,United States English
common_voice_en_38027438.mp3,"Twelve ""farmer"" and ""independent farmer"" candidates were elected in rural constituencies.",twenties,female,United States English
common_voice_en_38027477.mp3,"The incident was also criticized by the Taiwanese version of the newspaper ""Apple Daily"".",twenties,female,United States English
common_voice_en_38027599.mp3,"The junction of the water flows marks the border between Brazil, Argentina, and Paraguay.",teens,other,"United States English,Speech impediment,Rhotacism"
common_voice_en_38027600.mp3,The French critics and writers were enthusiastic and amazingly complimentary.,teens,other,"United States English,Speech impediment,Rhotacism"
common_voice_en_38027630.mp3,After flowering thinly coriaceous seed pods that are dark or reddish brown in colour.,teens,other,"United States English,Speech impediment,Rhotacism"
common_voice_en_38027747.mp3,It mixes philosophical theory with memoir.,twenties,female,United States English
common_voice_en_38028767.mp3,Sin had a beard made of lapis lazuli and rode on a winged bull.,fifties,female,United States English
common_voice_en_38028773.mp3,"However, birds from the general region of Uruguay apparently intergrade.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028783.mp3,It is currently used mostly for football matches and also has an athletics track.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028795.mp3,He also admitted a charge of unlawfully wounding Davenport's mother.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028806.mp3,The headgrowths of young ranchu fry may take at least a year to develop.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028807.mp3,The magazine focused on reviews and discussions of various wargames and related products.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028809.mp3,"He was a Peace Democrat who was strongly pro-states' rights, but opposed secession.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028810.mp3,Garrett is served by the Ennis Independent School District.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028814.mp3,"The channel blamed the ""current economic climate"" for the ""difficult decision"".",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028816.mp3,"When tetryl is heated, it first melts, then decomposes and explodes.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028817.mp3,"His father Georg Beseler, was a law professor at the University of Greifswald.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028824.mp3,The Old Gods were defeated by the Titans and buried deep underground.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028825.mp3,Her great-uncle was Irish poet Jeremiah Joseph Callanan.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028827.mp3,"Astounded by the find, Linklater was soon joined by a number of folk.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028836.mp3,"This ball is known as a buckyball, and looks like a soccer ball.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028852.mp3,Mechanical power is also described as the time derivative of work.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028857.mp3,Nedovyesov lost in the semifinals to Nathan Pasha and Max Schnur.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028863.mp3,"Despite playing well and receiving much media attention, Green was sent back to Minneapolis.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028873.mp3,Contemporary critics viewed it as Wonder's final step into artistic maturity.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028884.mp3,Saint Benedict has many student run or student found clubs and organizations.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028886.mp3,Wang Ying underestimates Hu Sanniang and is defeated and captured by her.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028887.mp3,"The track will be long with an intermediate station at ""Sesto Restellone"".",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028892.mp3,Edward quickly drew his revolver and returned fire and fled from the home.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028894.mp3,He is also the General Delegate of the Venice International Film Critics’ Week.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028896.mp3,"Morrison was born in Golden, Colorado, and attended high school in Manhattan, Kansas.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028900.mp3,"Some uses for monitor mode include: geographical packet analysis, observing of widespread traffic; esp.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028903.mp3,"It is treated with the use of balloon angioplasty and stents, if necessary.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028904.mp3,"Like its legs, ""Segisaurus"" had a long tail and long forearms.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028906.mp3,The Wesleyan Methodists are the largest and main Christian denomination in Makeni.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028909.mp3,The head of middle school is Liza Raynal.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028911.mp3,He was one of four daughters and seven sons (including fellow Donegal footballer Paul).,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028920.mp3,So Reuter spent much of his childhood in Turkey.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028927.mp3,"She swayed, almost fell stunned from her chair.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028929.mp3,"He had also appeared with Dawson on ""Cop-Out"".",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028933.mp3,He has also co-authored a book on the trial of John Hinckley.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028935.mp3,It is located mid-way along the canal between Sallins and Caragh.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028936.mp3,In most seasons several episodes aired outside of their production order.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028942.mp3,I find New Yorkers of Dutch descent priding themselves upon being genuine Knickerbockers,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028947.mp3,The exclusion of Shodhan from the Indian team thereafter has never been convincingly explained.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028963.mp3,"Today, Kali's network is still operational but development has largely ceased.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028965.mp3,This area is part of the aspen parkland biome.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028977.mp3,Deutsch is originally from Bucharest.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028978.mp3,Here the camera tilts to simulate the spacecraft being hit.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028983.mp3,"Instead of appealing to criteria and authorities, it attempts to describe and explicate them.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028986.mp3,He was also a Fellow of the Royal Geographical Society.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028989.mp3,"The Restraint of Beasts exhibits many issues and themes, most prominently that of work.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38028997.mp3,"All Express Entry applications are ""Outside Canada"" applications.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029001.mp3,Colored cells indicate the party obtaining the most votes in each Electoral District.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029003.mp3,He lost the lead to eventual winner Bobby Labonte and Spencer never recovered.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029023.mp3,The lichen is also high in toxic heavy metals.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029027.mp3,Executive producer Dan Pugliese played in several tournaments throughout the series.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029032.mp3,"Their only son, Harry Stuart Goodhart-Rendel inherited Hatchlands and became a celebrated architect.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029033.mp3,"He grew up in the Binghampton neighborhood of shotgun houses in Memphis, Tennessee.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029034.mp3,The caravanserai has entrance gates on four sides.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029044.mp3,"He continued to write articles for ""Biblical Repertory"", now renamed the ""Princeton Review"".",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029047.mp3,Pickering was appointed and served as city prosecuting attorney in Laurel.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029052.mp3,"Moreover, it underlined that if ""a remedy is not applied"", the country will revolt.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029055.mp3,"Not all games are compatible, so Sega released a list of incompatible games.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029056.mp3,At the center of Black American food celebrations is the value of sharing.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029059.mp3,The adults may possibly have been women who had died in childbirth.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029069.mp3,The airfield at Altenburg-Nobitz is one of the oldest in Germany.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029081.mp3,And through the years I'd seen him in movies-little things.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029083.mp3,"These effects, along with the diverse levels and detailed animation, made this game popular.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029127.mp3,He is also officiates in the Qatar Stars League.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029129.mp3,His son Nathaniel Harlaw was minister of Ormiston.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029137.mp3,On the opposite bank of the Dubai Creek is the Mohammed Bin Rashid Library.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029138.mp3,"This fact created tensions with Switzerland, which included Italian-speaking areas south of the Alps.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029155.mp3,This may mitigate the ergonomic concerns of keeping the button pressed while dragging.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029159.mp3,"He also wrote a number of op-eds for ""The Plain Dealer"".",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029168.mp3,The identities of these individuals must be kept secret until their graduation.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029172.mp3,"Some counties have been merged in the past, and are known as ""United Counties"".",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029179.mp3,It lies north-east of Crookes and south of Hillsborough.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029180.mp3,Two precursor organizations to the modern consumer organization are standards organizations and consumers leagues.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029181.mp3,Mashima has named his main characters after the seasons.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029182.mp3,Moody asked Lorenzen about becoming his team's lead driver.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029189.mp3,"Jacky Fisher never gave any credit to Cuniberti, or to any foreigner.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029191.mp3,Objectivity is expected to be achieved by the scientific method.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029194.mp3,The player can also push large crates in order to reach higher platforms.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029204.mp3,"Buy wine from the Appalling years, which may be priced far below actual quality.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029211.mp3,"Previously, private credit guides offered detailed, if unreliable, information on easily identifiable individuals.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029216.mp3,The payback period for photovoltaic systems has historically been much longer.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029220.mp3,"Currency includes paper, cotton, or polymer banknotes and metal coins.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029225.mp3,The avatars of Vishnu are important in Vaishnavism theology.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029227.mp3,The party also claims to be committed to environmental protection.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029232.mp3,This makes one of the appreciations that Pekalongan residents should be proud of.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029237.mp3,Alys gave many sacrifices.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029248.mp3,It is an excellent grass for the southern and southeastern states.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029256.mp3,The two became admirers of Hazlitt and of one another.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029261.mp3,"He received only a fourth-grade formal education, teaching himself after that.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029266.mp3,"Professor Paksoy's Paper ""Governance on Mars"" was published in Entelequia.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029274.mp3,"Often the living person has graciously given consent for the ""Ibbur"".",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029277.mp3,The local leader of the Romanian management consulting market is Ensight Management Consulting.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029281.mp3,Instead he decided to return to Cyprus.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029283.mp3,Black scoter and common scoter have diagnosably distinct vocalisations.,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029292.mp3,"Certainly, in taking revenge, a man is but even with his Enemy.",twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38029384.mp3,A mill was constructed and the Kishwaukee dammed but the town failed.,twenties,female,United States English
common_voice_en_38029393.mp3,"Virginia administered the region as a part of Augusta County, Virginia.",twenties,female,United States English
common_voice_en_38029634.mp3,Bazoft qualified for British residency.,twenties,female,United States English
common_voice_en_38029794.mp3,The flood reduction system also includes two dikes and one levee.,twenties,female,United States English
common_voice_en_38030464.mp3,"Its source lies in extreme south-central Ellsworth County immediately north of Geneseo, Kansas.",twenties,female,United States English
common_voice_en_38031645.mp3,Hartranft later proposed recognition of labor unions and arbitration of claims.,twenties,female,United States English
common_voice_en_38032390.mp3,The coal output reached its apogee at that time.,twenties,female,United States English
common_voice_en_38033206.mp3,Byrd was the group's leader.,twenties,female,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38033371.mp3,"Forestier envies many things in Galoup, including his clear affection from the men.",thirties,male,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38033389.mp3,Unregistered religious groups face varying degrees of harassment.,thirties,male,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38033411.mp3,"Many polymers are synthesized via step-growth polymerization and include polyesters, polyamides, and polyurethanes.",thirties,male,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38033414.mp3,"Wickham was an industrialist who invented the window envelope, used in mailing and business.",thirties,male,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38033426.mp3,Analogue stereo conversion thus begins.,thirties,male,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38033446.mp3,"Daman, India is a twin town of the city of Coimbra, Portugal.",thirties,male,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38033460.mp3,"From such reasoning, however, functionalism shares an affinity with ideological conservatism.",thirties,male,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38033462.mp3,This involved the widening and relaying of footpaths with basalt kerbstones and paving.,thirties,male,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38033540.mp3,"The Lancaster was named after Lancaster, Lancashire; a Lancastrian is an inhabitant of Lancashire.",thirties,male,"Southern African (South Africa, Zimbabwe, Namibia)"
common_voice_en_38033587.mp3,There is also a philosophical difference between the dialects.,thirties,male,"Southern African (South Africa, Zimbabwe, Namibia)"
